"","x","y"
"1",-3.79948575235903,-5.81402484817967
"2",-2.81280234758742,-4.7245533380795
"3",3.01598978042603,12.9310266807256
"4",-5.56188246188685,-13.7699589750047
"5",-0.714845120208338,0.0353432593870564
"6",-2.74763449979946,-3.63142822798491
"7",-6.2407305506058,-15.1286214174947
"8",6.13126551429741,23.5249377497786
"9",6.621166146826,24.4436462294694
"10",-6.37063417653553,-15.7138401944378
"11",-5.46940237120725,-12.5181011579581
"12",4.46993483509868,18.4235395017759
"13",0.412537969416007,4.38912817616682
"14",-0.813305611489341,1.76128736205452
"15",-2.64826599694788,-1.69203461952601
"16",-2.70554624684155,-4.86786200701777
"17",-2.69162138411775,-1.94723398264784
"18",-4.4801489841193,-11.6087578482784
"19",-6.58164638862945,-14.8911373111712
"20",6.60718511487357,23.4885787732672
"21",-7.19762053294107,-16.8990326225856
"22",-2.2080695333425,-2.33084069837378
"23",-1.06518778786995,-1.340985849007
"24",-5.22008929704316,-11.9029160960604
"25",-3.89398985612206,-9.3719542076091
"26",0.276541548548266,3.99306942098194
"27",4.49400214990601,16.8821720072416
"28",4.44729651953094,17.9000162745973
"29",0.479165022727102,5.99083315798959
"30",-1.98103542509489,-2.10782818723555
"31",2.56054613552988,12.8808730678631
"32",1.40248566796072,8.65835913500841
"33",6.24904837738723,23.322995914407
"34",1.77903317543678,10.9408580037421
"35",5.18057105061598,19.4442701758285
"36",5.73273380449973,20.8759924423459
"37",3.69280496425927,15.0140112513752
"38",3.740692704916,15.1640492890535
"39",-3.48933900427073,-7.28268723022831
"40",-2.36479873489588,-3.56956925817027
"41",-0.421239869436249,2.75752790384063
"42",-5.22514432156458,-11.1288489960338
"43",-3.58541935984977,-7.87380117413867
"44",-5.44071572320536,-11.9572994124935
"45",-3.29270400526002,-5.58482997420685
"46",2.34638699376956,11.6301492480641
"47",0.489936086116359,5.02436464812136
"48",-2.38227578881197,-3.60836805553017
"49",4.13861029711552,17.4643411892653
"50",-4.83654252323322,-12.0865932884401
